Date,OPEN,HIGH,LOW,LAST_PRICE,NUMBER_TICKS,VOLUME,VALUE,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:00,7496.75,7496.75,7487.7,7489.8,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:01,7489.45,7489.65,7478.5,7480.9,61,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:02,7480.25,7483.9,7479.9,7483.2,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:03,7483.3,7487.4,7482.75,7486.7,59,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:04,7486.3,7487.45,7481.5,7483,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:05,7483.75,7487.05,7482.6,7486.85,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:06,7487.1,7488.9,7484,7484,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:07,7483.4,7485.95,7483.4,7484.1,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:08,7484.3,7485.7,7480.7,7481.9,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:09,7482,7486.7,7482,7486.5,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:10,7486.5,7487.8,7485.05,7485.35,59,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:11,7485.3,7485.8,7482.05,7485.8,61,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:12,7485.45,7487.75,7484.9,7487.75,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:13,7488.35,7491.1,7487.95,7490.15,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:14,7490.9,7492.55,7490.05,7492.45,59,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:15,7492.75,7492.8,7490.85,7492.65,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:16,7492.8,7497,7492.8,7497,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:17,7496.55,7498.15,7496.55,7497.45,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:18,7497.65,7498.3,7496.3,7497.6,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:19,7497.6,7498.8,7496.45,7498.4,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:20,7498.3,7499.3,7496.2,7499.05,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:21,7498.95,7501.25,7498.2,7499.2,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:22,7499.6,7500.7,7498.4,7498.8,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:23,7499.05,7499.05,7495.5,7497.1,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:24,7497.35,7500.05,7497.25,7499.5,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:25,7499.2,7499.2,7495.6,7496,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:26,7495.7,7495.75,7493.45,7495.75,61,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:27,7495.75,7495.85,7493.8,7494.55,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:28,7494.4,7494.6,7490.25,7490.45,58,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:29,7490.6,7490.8,7489.4,7489.45,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:30,7489.4,7489.4,7486.5,7486.5,61,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:31,7486.6,7488.4,7486.15,7488.25,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:32,7488,7492.35,7487.85,7490.4,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:33,7490,7490.25,7488.75,7489.1,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:34,7489.05,7492,7488.9,7491.85,59,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:35,7491.85,7491.85,7490.35,7491.55,61,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:36,7491.45,7493.75,7491.15,7491.35,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:37,7491,7493.1,7491,7493.1,59,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:38,7493.1,7493.1,7490.4,7492.55,61,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:39,7492.4,7492.95,7491.55,7491.7,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:40,7491.35,7491.35,7484.45,7484.75,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:41,7484.3,7484.95,7482.7,7482.7,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:42,7482.7,7483.05,7476.2,7476.4,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:43,7475.3,7475.3,7471.2,7473.7,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:44,7473.55,7474.25,7469.6,7472.15,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:45,7471.95,7471.95,7467.5,7469.6,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:46,7468.35,7473.5,7467.8,7473.5,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:47,7473.2,7478.15,7473.2,7477.5,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:48,7477.4,7477.4,7473.45,7473.65,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:49,7473.55,7474.15,7471.7,7473.25,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:50,7473.3,7475.4,7472.9,7474,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:51,7473.75,7474.25,7471.2,7473.7,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:52,7473.8,7475.7,7470.2,7470.25,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:53,7470.2,7472.4,7469.4,7472.4,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:54,7472.2,7474,7472.2,7472.7,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:55,7472.85,7475.6,7472.85,7475.6,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:56,7475.35,7477.95,7475.2,7475.65,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:57,7475.9,7476.25,7471,7471.1,59,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:58,7471,7471.45,7468.65,7469.25,61,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 10:59,7469.15,7475.15,7468.95,7471.4,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:00,7471.2,7472.7,7467.15,7467.2,58,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:01,7465.75,7465.85,7460.05,7460.75,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:02,7460.9,7462.8,7460.5,7462.25,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:03,7462.3,7466.5,7461.5,7463.35,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:04,7463.45,7466.65,7462.75,7466.65,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:05,7466.7,7468.15,7465.1,7467,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:06,7467.3,7470.1,7466.5,7470.1,59,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:07,7469.65,7470.1,7465.65,7465.9,62,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:08,7464.9,7466.4,7464.2,7464.45,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:09,7464.15,7466.65,7463.95,7466.4,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:10,7466.4,7472.35,7466.4,7471.4,59,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:11,7471.55,7472.85,7470.15,7472.7,61,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:12,7473.15,7474.15,7470.8,7472.5,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:13,7472.1,7474.2,7471.8,7472.85,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:14,7472.5,7472.8,7468.95,7469.6,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:15,7469.2,7473.1,7469.15,7473.1,59,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:16,7472.8,7473.25,7469.9,7470.7,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:17,7471.2,7473.7,7470.9,7473.7,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:18,7473.7,7475.55,7473.45,7475.55,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:19,7475.6,7475.6,7472.2,7472.5,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:20,7472.95,7473.2,7471.7,7471.7,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:21,7471.55,7473.8,7471.1,7473.25,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:22,7473.45,7474.75,7472.75,7474.75,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:23,7474.95,7474.95,7470.8,7470.8,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:24,7471.25,7472.5,7468.95,7469.25,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:25,7469.25,7469.35,7465.05,7465.45,61,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:26,7465.45,7470.3,7465.45,7468.35,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:27,7467.9,7468.25,7465.75,7465.75,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:28,7465.7,7467.6,7465.7,7466.6,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:29,7466.4,7467.55,7465.55,7466.25,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:30,7466.15,7466.2,7463.1,7463.45,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:31,7463.1,7466.2,7462.65,7466.1,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:32,7465.8,7465.8,7463.95,7463.95,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:33,7463.95,7468,7463.45,7467.15,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:34,7467.05,7468.25,7466.35,7467.8,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:35,7467.2,7470.2,7466.9,7470,58,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:36,7469.65,7474.85,7469.65,7474.3,61,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:37,7474.9,7475.55,7473.95,7474.8,59,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:38,7475.05,7477.75,7474.9,7475.8,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:39,7475.4,7476.05,7474.4,7474.8,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:40,7474.85,7475.85,7474.05,7475.3,61,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:41,7475.85,7480.8,7475.5,7480.8,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:42,7480.55,7480.55,7476.9,7476.9,59,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:43,7476.8,7477.95,7476.65,7477.95,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:44,7478,7478.6,7476.45,7476.45,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:45,7475.6,7476.8,7474.6,7475.6,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:46,7475.75,7476.5,7473.55,7473.85,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:47,7473.85,7473.85,7472.15,7473.05,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:48,7473.05,7475.3,7472.25,7474.55,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:49,7474.45,7476.15,7474.2,7476.05,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:50,7476.05,7476.3,7475,7476.05,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:51,7475.95,7477.75,7475.8,7477.2,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:52,7477.35,7479.6,7477.2,7479.5,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:53,7479.9,7480.95,7479.25,7480.55,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:54,7480.35,7481.6,7480.15,7481,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:55,7480.8,7485.35,7480.65,7484,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:56,7484.4,7485.25,7483.25,7483.25,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:57,7483.4,7484.4,7482.35,7483.35,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:58,7483.7,7484,7479.9,7480.85,61,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 11:59,7481.15,7481.2,7477.6,7478.25,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:00,7478.3,7479.15,7477.6,7478.3,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:01,7478.15,7478.25,7475.05,7475.8,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:02,7475.9,7476.65,7475.5,7476.6,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:03,7476.25,7476.55,7475.35,7476.25,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:04,7476.2,7479.3,7475.65,7476.35,58,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:05,7476.65,7477.15,7474.9,7476.1,62,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:06,7476.3,7477.15,7471.45,7472.3,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:07,7472.35,7473.6,7470,7473.6,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:08,7473.4,7475.3,7472.6,7474.95,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:09,7475.55,7475.8,7472.6,7473,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:10,7473,7474.1,7472.7,7473.05,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:11,7472.85,7473.3,7471.3,7471.3,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:12,7471.8,7472.15,7469.15,7469.25,59,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:13,7469,7469.95,7468.25,7468.25,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:14,7467.95,7469.05,7465.55,7465.8,61,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:15,7466.9,7467.4,7462.1,7462.1,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:16,7460.4,7460.4,7455.35,7455.85,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:17,7456.35,7460.55,7455.65,7460.55,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:18,7460.35,7460.75,7459.75,7460.05,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:19,7460.3,7463.3,7460.05,7463.3,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:20,7463.5,7464.55,7462.95,7463.25,59,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:21,7463.1,7463.3,7458.3,7458.3,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:22,7458.1,7458.1,7452.35,7452.35,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:23,7453,7456.8,7452.6,7456.4,61,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:24,7456.1,7459.55,7455.8,7459.3,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:25,7459.1,7459.25,7456.95,7458.45,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:26,7458.25,7460.4,7458.25,7459.7,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:27,7459.9,7460.5,7452.8,7453,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:28,7452.75,7453.7,7452,7453.1,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:29,7453.4,7453.9,7452,7453.55,59,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:30,7453.75,7453.75,7451.55,7451.95,61,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:31,7452.5,7454.05,7451.95,7452.85,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:32,7452.7,7453.05,7451.8,7451.8,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:33,7452.5,7454.4,7451.95,7454.4,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:34,7454.2,7459.2,7454.2,7458.5,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:35,7459.15,7461.4,7459.15,7461.3,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:36,7461.4,7462,7455.85,7455.85,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:37,7456.05,7459.15,7455.6,7457.65,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:38,7457.95,7461.1,7457.95,7460.65,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:39,7460.95,7462.1,7459.3,7461.75,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:40,7462.25,7462.6,7459.35,7459.35,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:41,7459.3,7459.5,7457.9,7458.6,59,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:42,7458.55,7460.85,7458.55,7460.85,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:43,7460.8,7461.05,7456.1,7458.7,59,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:44,7458.55,7459.65,7458,7458.95,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:45,7458.9,7459.85,7458.25,7459.85,61,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:46,7459.75,7460.9,7456.8,7457,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:47,7457.4,7457.65,7455.95,7456.3,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:48,7456.45,7458.8,7456.25,7457.45,58,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:49,7457.65,7458.25,7455.2,7455.7,61,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:50,7455.65,7456.4,7454.7,7455.35,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:51,7455.2,7455.55,7454,7454.8,58,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:52,7454.6,7455.25,7453.55,7454.85,61,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:53,7455.45,7455.45,7453.15,7453.15,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:54,7453,7453,7451.15,7451.55,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:55,7451.85,7451.85,7447.45,7449.1,59,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:56,7449.2,7449.55,7448.55,7448.7,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:57,7448.75,7450.65,7448.75,7450.55,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:58,7450.15,7453.1,7450.05,7453.05,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 12:59,7453.3,7457.7,7453.3,7457.7,61,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 13:00,7458.05,7459.95,7457.45,7459.5,59,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 13:01,7459.45,7461.5,7459.05,7459.4,61,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 13:02,7459.4,7460.5,7457.9,7460.4,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 13:03,7460.85,7462.7,7460.5,7461.2,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 13:04,7461.6,7466.15,7461.45,7466.15,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 13:05,7466.15,7466.8,7465.1,7465.1,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 13:06,7464.8,7466.7,7464.5,7466.05,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 13:07,7466.15,7467.25,7465.1,7465.1,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 13:08,7465.15,7466.65,7464.4,7466.15,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 13:09,7466.6,7467.25,7466.05,7466.95,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 13:10,7466.7,7466.7,7462.15,7464.2,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 13:11,7464.85,7465.4,7463.75,7464.75,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 13:12,7464.75,7466.6,7464.55,7466.45,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 13:13,7466.4,7466.85,7465.25,7466.55,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 13:14,7466.8,7468.15,7465.8,7467.5,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 13:15,7467.6,7468.4,7466.75,7467.3,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 13:16,7467.85,7469.85,7467.45,7469.85,59,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 13:17,7470.25,7473.75,7469.65,7472.25,60,0,0,,,,,,,,,,,,,,,,,,,,
3/10/2016 13:18,7472.3,7472.75,7471.55,7471.65,60,0,0,,,,,,,,,,,,,,,,,,,,
